1st,2nd,3rd
4810,0184,0301
1755,4508,3542
8745,2140,4921
2853,0295,8286
8524,4517,8626
1249,5442,4585
1568,6942,4433
8984,2239,4315
1100,5869,7715
2346,1036,5944
7755,2579,5809
7566,8964,2289
4437,9844,2406
3546,8451,8204
5121,9630,0468
8120,5661,2264
9638,1778,2637
2758,3739,7780
7868,1730,1092
5104,0711,1199
3374,3330,9506
0766,4498,6560
1149,8484,8084
2194,1562,6955
1454,5707,3153
7182,0210,5598
8084,0699,5890
3046,7679,3816
9458,9262,1810
3909,7912,3040
7988,9603,8769
2140,0133,1903
8467,4085,8282
5451,1637,4216
6763,4210,5525
6790,8872,9371
3145,8696,3048
7962,3543,6304
6909,3191,8079
8350,7786,1897
6920,4325,9148
1366,9491,7346
8117,8323,7756
2035,4016,8519
4727,5104,1651
3779,3136,2299
1523,1813,6012
8586,9246,6477
0850,3563,2994
6500,7165,5402
1861,5066,4153
1546,6303,9662
8831,4549,3618
5640,9356,2417
3241,0688,8128
0800,4542,1545
9406,4726,1892
1530,1806,5451
3308,7928,3135
9673,6601,6126
5986,2230,8851
2179,8255,1608
6725,7965,2472
6143,5345,7264
1774,1872,0923
8149,4704,3243
4677,5769,5057
8276,2227,3182
2891,8496,4864
6306,1736,2551
8666,1814,8831
9720,3005,6534
9361,3497,2728
7596,9075,8007
5190,1205,5827
4673,0317,0566
1864,0320,8422
9349,2560,0925
0737,1173,3111
7341,9155,0618
4355,8053,6452
5124,6752,8221
6377,2152,3309
5462,9433,4492
9544,3294,6564
9865,1151,3184
1717,1156,8267
6117,5251,3615
9905,5260,1152
4017,6997,5643
7671,9134,6996
1661,4700,0688
2047,0930,5026
8775,3921,6660
2570,2658,4500
7262,8706,4262
3771,1487,4773
5596,8509,7810
4499,4001,0285
7289,5433,8554
2922,5874,7116
4057,5227,7670
5575,6682,0702
2095,8645,4050
5530,4761,0925
2196,0474,6784
1065,7430,5446
8418,2248,5886
3427,1811,4837
7386,6003,7365
1720,7307,5773
4489,2139,8027
0158,3608,3182
0684,1297,4741
6660,0594,7596
5474,4490,1522
1374,3894,0449
4410,2381,6976
6574,1349,7428
8198,9150,9415
6661,2900,1252
4082,2612,5726
6576,7394,2928
1849,0872,8274
0706,8734,5488
1110,1727,3089
4614,3376,2612
2145,7091,0979
9423,0712,7184
0621,1543,3948
3869,3305,6272
4800,5652,3089
4373,5309,4453
2221,9035,6083
0739,0926,4527
5536,3280,0636
6462,6322,3391
4314,8353,8142
4395,1493,9808
2602,7330,9845
3871,3523,6308
5658,0944,1716
5317,8145,2448
6977,5004,0850
5233,7431,0928
7554,1141,6731
0978,6485,9515
4660,6059,4571
8524,4253,7731
9259,7650,9575
6322,9176,0774
1116,6190,3258
2930,3094,2257
7586,0623,9047
2530,6061,9160
8635,7908,7488
7963,0244,7109
9067,7480,4209
8433,4056,7386
1464,4047,5356
4257,7237,7131
8859,6490,1454
5559,7193,9260
0001,2154,0354
4393,4095,9250
0924,3693,8736
3255,6607,8573
9574,4754,4910
4438,7869,9260
9177,8633,8788
0138,5166,7312
4370,8817,7433
6791,8478,1463
1960,8035,5765
8057,8626,5508
0809,0664,9828
7285,9205,4092
1749,5441,8745
0154,4176,0388
1048,5492,2183
3060,9159,9150
3441,8164,0599
4465,3713,4260
9286,2036,5061
5913,9505,6526
9444,2067,0643
0898,3287,5096
7082,5331,3753
2054,4668,7347
4601,6864,6791
9032,3359,3325
8684,0496,4175
0686,3513,9451
0483,9753,3006
0390,2043,3009
5203,4035,4787
1393,4112,7050
1737,5238,2297
7579,9314,6093
1080,6727,3927
0381,4178,0744
4845,1709,5934
6392,7748,8892
2923,6762,0774
0233,1729,7629
9654,5310,1174
1401,0532,9364
5175,9046,4016
2948,6358,0957
1061,2005,2520
0431,2562,9157
9107,1456,4332
9242,2401,0415
8792,2725,1343
6896,9594,5911
0280,4549,7220
2641,7289,3527
9755,5973,3283
5918,4253,8362
0897,7552,6770
7031,4972,3349
4448,8523,9143
9867,0378,4276
5631,7903,9017
9262,1210,6050
0387,5504,9079
5990,1466,6456
8960,6871,7854
5973,9881,5425
5798,2606,0491
4026,9227,9555
3785,0811,5608
3691,5631,6150
7730,1361,6399
3229,5497,7572
9585,1184,2463
3062,9099,7728
2957,9611,9334
3760,9634,7030
8837,9485,3177
0082,9948,1014
3087,3502,1210
5779,8749,4187
4847,5332,7500
7400,7303,6652
7516,2261,0031
3512,6216,6725
4482,7385,6740
0597,9551,2721
2784,7547,1413
8791,1572,7038
5087,0867,5619
9114,2230,4135
9175,9365,4893
3895,6684,0927
8198,8897,4955
7840,9455,0127
4928,6670,6757
3276,7590,5365
0134,7821,0635
1876,5950,7554
9349,9800,5741
7717,2764,1600
6137,8685,4985
1537,1536,6615
9173,5671,7799
9224,8959,0776
3049,7475,1314
6187,7596,2541
3961,6037,6588
4857,9462,8668
7160,9014,1244
0715,9906,3956
2008,0873,5846
3448,8306,0420
0546,2246,1722
9799,2463,1585
6497,2893,8207
5076,3590,9254
8037,0069,1490
3262,5926,4649
7081,7719,5570
8043,2537,9324
2482,9092,4859
5497,7781,8674
5172,8485,6193
0529,1643,8016
6212,4029,7849
7407,3594,6407
2623,7831,7117
8628,8276,0115
8562,9470,6694
6807,5092,3619
1172,8904,1434
5744,2761,9903
6800,5224,0138
2517,9518,3677
7291,8778,8987
9498,9570,7805
3586,0501,3883
1476,6116,2487
1419,3771,1885
9605,9050,0330
3776,8736,6635
9677,8170,3858
6775,9038,6627
6221,2031,5093
0173,5612,5429
4683,0857,3208
4277,0920,1169
0548,6558,7258
4412,3365,1010
1495,9682,6653
7457,3779,9368
6678,4192,2392
2650,1496,8001
5133,3632,5782
4852,8089,4715
7686,6443,1523
2129,1806,7718
7353,0301,9464
7319,4219,0429
6248,7197,7812
3280,8748,1116
7813,8165,9766
1180,7284,4676
5493,9815,4775
9311,3030,3380
7847,5087,2276
1663,0494,9417
8189,6243,0562
5858,0219,3233
3284,7025,4548
2056,4784,7783
5208,5883,3669
2168,7855,5647
8726,2895,7108
8723,1452,5514
9179,1289,7170
8642,4039,0127
7215,8278,6683
6720,6907,6369
5393,8046,3525
4576,4873,0308
4629,4700,0816
6371,1034,7325
2478,5609,1685
8785,0294,8116
3754,1842,6719
5720,9542,0781
1356,2951,6311
4055,0166,3451
5045,4907,9649
5707,7591,1855
7743,9759,8268
6913,5151,1857
8693,0782,0779
7528,3683,2196
3842,4315,3774
5604,6403,2435
2415,5767,1147
0059,9112,6105
0084,3661,9795
0160,6760,3967
4792,7474,5320
9367,7620,0873
8655,6831,4935
8665,1093,7692
6685,5900,3735
1434,7320,3833
8348,3730,2463
9011,6178,7421
9533,7155,5622
3497,0398,0746
1198,2200,6222
6235,4207,7090
9180,7510,4509
6757,9648,7388
1834,6496,4631
3059,5203,7881
8342,6719,5205
6245,9469,2949
5288,7139,5412
0659,0093,5164
7296,9029,8764
6492,9197,9591
0096,3255,5530
7502,0849,4129
1103,2645,7619
4774,4888,8574
2460,4830,7620
7029,0003,7219
2879,7189,6360
7235,0990,7917
8827,2410,4944
2664,9683,3467
5044,8507,5785
8668,9176,3251
7182,1078,4201
0870,5813,5324
1109,7982,8833
3742,4648,2064
7921,6301,8493
7515,1053,8984
6657,2522,4412
0560,1217,0116
2353,5572,5344
6811,9358,3993
1295,7962,3439
8247,4389,5446
6081,3803,6636
9837,2045,8876
0888,6774,5594
8803,0788,4245
9416,7804,5854
8669,1371,8217
1206,4492,8897
7603,7325,9182
6464,1794,2517
7878,6202,8016
6706,2054,6164
0127,7513,1831
4404,0068,1276
2776,6680,4515
2085,0755,1315
8948,7965,1580
5186,1718,4405
6523,2351,0434
3451,4656,6469
0291,1550,5615
0547,3531,2359
0553,4984,4970
9510,9571,5487
6724,4021,4219
7814,3144,9634
1624,5073,4077
6230,7110,2554
2069,9706,1198
3211,8311,9557
1327,5391,6382
5586,7996,3079
1897,6901,5695
8703,0574,6403
8642,9106,9282
9613,5876,5252
7408,4835,8255
3687,5769,5915
3897,6845,3282
0838,3409,8283
5870,9817,7076
4017,1794,0888
5281,2903,2029
0753,6549,8000
6082,4834,8592
9833,5769,1186
6664,5305,6137
3498,7576,1336
3729,5610,0415
6175,3106,2730
2206,0316,6892
2090,3602,2517
5292,8957,4785
2434,5042,1950
8879,3581,9763
8232,7774,0970
3753,4513,9395
8091,9592,3395
5992,5753,3384
3918,0713,3886
8524,1860,3546
0338,9098,8986
9474,9941,0760
5053,7274,9764
1091,4023,8040
1487,1381,0636
3721,2055,9263
7280,2007,0569
7370,3192,9782
5945,8436,3964
7927,2779,3340
9148,7991,1032
8547,0280,5023
2062,7442,6260
3910,0436,0545
5727,5827,3558
1986,6901,5479
2473,3729,6398
5395,2636,7178
1180,8240,4493
9679,5897,2926
6435,1736,4467
4342,8776,7038
3539,5266,8726
3976,5698,3819
8568,0506,6280
1020,6074,3660
5937,7864,7165
6014,2842,2029
8326,1993,4935
5564,2410,7695
5598,0772,5291
8422,0533,9309
3292,1463,4014
6705,7448,9958
6425,6446,2273
5066,2529,4280
7970,7835,0378
9926,3958,0647
5427,2538,2841
4958,3223,0816
0555,6382,8758
9434,9773,6665
2462,2073,9643
7531,9581,6175
0057,6782,9848
5149,2823,4352
7244,0574,6643
0480,0435,6804
7623,2908,9327
0805,0576,2657
5591,6997,9114
5359,4507,7154
9851,5887,3452
2944,7899,8761
7811,5130,2276
7262,6799,9875
4409,6210,4363
9938,9161,8388
3463,2496,2724
7977,2339,8517
9347,2650,0097
8634,0630,2822
0659,8480,9067
0084,7390,5954
0440,4861,6468
5038,6814,0228
3869,0594,4282
7835,7852,3790
8480,2309,6088
3897,2275,8522
6318,6485,0488
5852,3787,7949
6089,9044,8934
6879,9880,5909
3560,2772,7839
7674,0132,4780
2249,5105,3730
6616,4309,7433
5483,3099,6018
9769,5000,0545
4532,0163,4601
6111,1992,6419
7631,3804,3461
8650,0798,6062
1118,1745,1329
9622,4133,6853
6763,6004,5957
1172,0686,4547
6614,2219,9253
5477,3113,1894
5078,9913,7431
5154,5588,9355
8241,4135,2014
1294,2148,9041
2126,9310,0128
3028,6329,2053
4037,5274,3774
0686,1090,8006
2036,3438,5130
2377,4804,6538
1415,3809,5424
0315,9727,8548
1536,4885,5848
7015,7974,1353
4761,8627,0155
6553,5397,9829
2203,3492,1767
2967,7636,9980
1501,2237,9395
9546,1580,3044
8277,2973,8571
7814,3734,3199
7496,9462,6871
8799,7715,0777
8324,3781,6467
5986,0946,2519
1401,3443,0565
8086,6987,4649
2340,6330,0663
5560,3149,8574
3262,0360,6054
2909,1836,1035
9916,3030,0409
2899,3484,1287
6329,9186,6191
8695,9973,2885
7395,0890,0419
5106,0666,4540
2090,7617,5141
7443,3428,8825
2842,2755,3466
9324,3040,4291
6079,0773,9515
7593,9807,3452
2515,2296,9482
3195,8488,7484
2433,3577,3700
3972,5987,3478
9682,3969,8721
0354,2622,7172
8657,5920,2922
4042,8780,9879
4893,8348,5814
5939,3762,9402
5122,4068,4684
8371,8806,3974
9470,7102,6171
8609,6340,3601
9531,2182,4687
6387,5077,6754
3291,8250,3415
8466,6858,3433
2157,0905,2940
5003,2597,9376
0663,1466,4494
0766,7305,8477
5396,0991,5243
3986,7832,2578
5746,9175,8398
6967,0046,9272
0254,7735,3917
5978,0761,7834
1864,8931,9179
9093,6194,7196
9150,0291,5140
3481,2858,6543
3312,9607,0804
0176,4492,5694
8195,8513,7885
7577,2978,5568
9149,4957,0319
4029,6060,8615
2032,1951,1803
0939,8921,9765
7075,4480,7663
1914,2036,0940
5126,8041,4815
7531,9354,8840
2566,3524,3523
9666,7953,4879
0149,0638,0622
0451,2924,9105
6493,4660,2902
5384,5942,4276
5047,6797,1524
8984,7810,9463
6890,2844,8175
9830,5178,5713
6939,9677,2569
7763,9848,2506
5591,8525,4585
8294,1207,2020
5337,6060,6079
9797,0237,7542
6536,4838,5142
0286,9512,6441
3496,4441,8979
8697,3427,6303
2418,7544,2877
5323,5300,0514
5225,0404,4799
3820,4555,2645
4608,3903,9194
8428,0051,7054
6128,3231,9779
3192,4693,5892
3615,5501,0881
6509,2597,7615
2946,1554,3271
9904,4800,8528
2190,6485,4025
7881,5626,4194
0824,8225,7382
7675,2653,5207
1414,2649,4850
5734,6447,3655
0604,9948,8933
2724,7263,4300
2156,9543,5924
6436,5386,8650
9653,5213,3863
9422,5330,8182
2593,7377,5078
9759,8474,8684
8055,6931,6250
3487,0318,6351
0263,3759,4146
1286,2933,2862
9980,2092,0822
6766,4500,9229
9973,2896,0739
9288,6554,5099
3501,7461,7056
0138,1827,8041
8371,8449,7684
2853,1794,7477
0975,0360,6953
5949,8083,3816
3476,8400,5890
5837,9230,1849
2130,5364,0205
4691,9230,8671
8627,2160,5335
3296,7500,2854
2330,0058,0465
6370,2333,1023
9723,6357,0860
0452,8039,2469
0457,7009,1936
5373,9361,7631
1520,6562,5704
0643,5641,2278
0779,7582,3906
3129,7827,0905
0759,9654,1833
5413,5573,9736
7025,6207,2462
1733,8861,0358
0232,0132,4680
1956,5711,0601
9557,6148,9835
2359,7563,2822
7831,7250,4055
9652,1915,6515
0296,8549,0556
6063,1126,3185
3131,5202,2171
1928,6691,3166
8871,4758,9681
5874,3503,9093
0422,1526,6190
6597,0166,3737
3924,7596,2783
5642,0173,1491
1730,7658,4104
2240,9444,1232
2036,6119,2278
7042,3982,8383
5412,8053,7880
2073,0137,8645
9937,6514,4748
6864,9860,9657
8012,3144,3730
5370,4773,1654
9745,1301,4276
3271,9302,3432
3168,4085,7777
0567,3943,6064
8537,0442,2608
7174,1416,6514
0630,8404,1577
9464,9182,2278
2063,6630,6046
4340,4232,9068
6415,7505,0403
2945,4392,2274
8350,1859,2053
0046,7112,0161
2851,6993,6110
3354,1496,0717
0834,9737,4897
1538,3273,8184
3730,3908,9822
9066,4558,4657
7825,8480,0603
2977,3145,6631
7187,7420,4372
8300,5856,9135
5310,6681,8430
5474,8558,5109
0041,0442,7850
1750,1279,4412
8198,1300,0630
4737,7678,6460
2443,5501,8465
2749,2396,2079
6881,5544,8590
4868,7006,4548
6039,7169,0095
5231,0374,5016
5855,4567,9873
4946,6687,7040
4144,0618,5506
6553,2080,1245
0929,2242,7429
4153,4321,2132
8864,6289,0888
7966,4398,7263
1169,1249,5148
2066,1921,4466
0030,9418,6009
8155,1731,6117
6131,2278,7944
4647,7069,3670
7954,4691,9266
1715,9347,4516
5212,4448,8001
6095,5392,3805
1676,4309,2765
7693,2680,6567
3794,4292,1070
0079,5411,1631
4611,7259,4265
9907,6059,2641
1176,6500,8165
4317,3438,0614
4519,8032,9223
3432,4085,3396
3354,8560,5350
8380,6695,8770
0850,6642,2717
0420,9459,8170
6195,1109,8901
1001,5075,9971
4678,2640,0630
8184,6445,9964
2769,6890,7433
2589,4526,9545
5897,0170,3670
9421,4168,5820
6723,9670,5198
0336,9822,0074
8706,9573,4613
2797,9707,0688
5701,2081,6719
4609,5165,5503
2704,4595,0645
1672,9272,1800
5108,4092,8092
4594,6029,3608
4256,9540,9271
8483,7297,6034
0715,3844,2779
5061,1854,9304
9081,2583,6569
3170,9705,4165
9033,3642,6426
7615,7741,7877
2286,6281,0219
6902,8451,2762
7449,2558,8477
3114,1654,1823
6013,2275,4473
0096,4226,3794
9549,7147,3248
7165,8792,2820
0842,5129,4687
6543,7537,6524
9102,9934,7899
6604,4181,1815
0576,5580,7921
9801,1683,3514
0808,9668,0361
9439,4762,7466
9469,8296,6910
7928,3908,1292
7176,1820,2395
4666,5310,8401
5203,3045,5173
3218,9378,3193
6821,8502,6941
0258,0323,8470
9872,6712,2796
7186,0934,8463
1820,5661,3272
4551,2887,7147
4797,7759,6703
3117,5341,8992
7482,4128,6863
2681,1363,9501
7865,6730,3467
8359,1759,4418
0231,9570,9732
1476,3803,2904
2241,4926,6142
1747,0863,6637
9269,1184,8266
8007,0669,2765
1450,1404,7938
2466,7647,7037
1486,9422,0040
4585,7863,2978
2920,8195,9087
2198,5137,4594
1442,2781,1315
2154,6578,0689
7022,4138,1430
2695,0994,3383
2802,3357,7703
4451,2984,5629
2301,8688,7762
5088,1777,2323
7321,9400,2494
7488,6470,5723
9815,9097,1296
9585,8569,5534
8044,7126,9215
7015,4828,4099
0298,4906,6261
7698,6937,1849
7178,4959,4866
2914,7713,2147
6146,9132,3143
1002,1881,4718
6315,6456,9641
0865,6047,3081
7073,8053,1592
4112,7090,7858
5034,6200,1673
6223,8498,2581
6725,4317,8220
2681,2949,5476
8555,0850,7794
8111,3884,2411
7213,7215,0072
8333,8261,2120
3529,6139,6234
0414,9497,5966
7864,5846,9656
3587,0791,3791
5015,1507,5922
6875,3357,7651
9663,8866,5522
1118,8180,9568
6115,8326,0434
8156,4676,8946
2969,9523,8081
9454,3984,2135
7360,4597,3739
5406,2079,7879
2053,2831,2197
4138,9086,3793
3759,1667,2091
3921,1446,9450
3020,9998,6812
0229,7462,9020
6781,6100,6761
4637,9667,0615
5953,4326,0055
2681,7116,8334
3162,5635,9930
3459,2593,1143
7993,0552,8830
7182,9605,8373
8589,0053,6955
3634,8026,0147
9946,8008,2680
2803,2194,3721
4023,7066,8724
8648,2478,0783
0552,6835,4280
4271,4647,1949
6846,3142,6709
7957,2027,4600
9735,8471,6290
8068,4794,6323
3057,3119,6146
5809,5774,2917
7824,2258,9922
9688,9749,8611
2034,2236,0642
5023,1911,3121
5100,1244,8555
7769,8970,6032
3987,9621,9825
6870,7423,9557
1739,1389,9616
3343,5036,1352
2369,1079,5604
0686,6490,8664
1463,3571,4094
7606,6968,8214
9304,9614,7265
8528,0605,2129
8757,0620,5167
0256,5314,4480
9176,4212,3071
4277,7603,4368
5205,2190,6312
8018,6666,0140
3906,7525,9275
1645,7650,2242
0497,6834,6351
0507,1791,1294
1474,4865,4782
2333,6210,2484
3348,4508,7187
5976,1172,9000
5752,0272,9121
1950,6331,2478
1493,0803,7273
2182,6138,9761
7689,0978,7973
0419,9899,1371
4085,1526,6076
7494,7995,5356
1481,2924,2756
0755,4231,0873
8273,7859,4060
1095,1795,5920
5692,0934,8660
9628,9290,9308
8804,4893,9848
0740,2551,4801
3671,5047,4730
3645,1270,5117
5633,5112,0916
2749,1355,9591
9624,1747,0810
3455,2392,5060
0131,5650,0332
3514,6259,3548
0199,7922,2026
9699,4555,4045
0119,5171,1008
8204,4431,0536
9640,2175,3216
0884,4370,7369
9090,9739,2356
9211,2782,2637
5950,2091,7025
5142,8097,9044
7374,0516,9805
1239,6450,9643
5067,4366,2943
1783,5841,1718
7431,0278,0712
6772,4975,5746
0403,7041,5926
0609,8449,3926
6776,3402,8876
9950,2749,8540
5214,7806,5296
0591,3905,5637
5772,3377,7615
5953,4315,1843
4223,2758,8589
2094,4839,2067
6459,6700,8268
1449,3056,1165
5210,8596,4533
9560,2089,7044
5951,0155,1671
6885,2752,2563
1827,3002,4082
5258,7512,0639
2105,1752,8017
9133,9091,7173
4916,8461,9126
0707,0894,0150
5608,6431,2044
0701,6078,4751
8214,0102,2787
8148,1070,7766
0771,7601,8103
7481,7997,4639
0760,5567,0516
7084,0650,1106
8078,4966,7131
7971,6564,3792
8568,3243,1717
6293,8850,3268
3435,8950,4546
2461,8847,9131
4339,6238,4163
0575,3216,4470
9163,1786,9295
8198,6771,5767
7571,4676,2678
0354,7041,2509
0917,5602,7999
8106,5726,6940
1244,8027,0270
3071,7837,8016
5729,8860,3020
5947,8631,1547
6430,5822,1739
6688,7117,1671
3256,0000,4930
4245,1675,4121
9431,8784,5246
6731,9286,3533
3051,7482,6642
1304,4075,8712
4664,8292,2050
6300,6966,4918
4308,1774,1931
6209,3039,1630
4823,6725,5985
4417,0967,0475
9288,4406,2708
0702,4246,5025
3605,9927,7673
3416,7270,9146
2784,3791,0407
6778,3768,4571
9666,1018,0433
4948,8477,1284
5392,7225,2588
6427,5077,7837
5527,5143,7004
5532,9895,8449
9208,1726,8864
5942,6486,4704
1378,3285,9310
4581,4000,9234
2590,9155,4353
5973,1565,2615
5217,1575,1918
6022,0478,3895
1720,6135,5688
4446,0421,8105
7805,5640,3734
1061,0212,3248
5174,2447,5274
0292,5028,2177
4418,2569,6757
5243,1457,7614
4625,2729,9950
6876,7054,1549
2118,3486,0467
8641,0996,8250
0449,7024,2791
8676,1594,9779
8197,5006,8488
9149,3561,7704
2758,2664,7655
6610,7373,4073
8682,2288,4656
7494,4054,2407
9825,8123,6031
8342,0435,2084
6800,1564,1876
1390,5660,9244
1207,8616,1385
4356,6299,8285
5650,0758,4654
0416,0928,6509
9053,4455,5520
7277,9056,7612
2754,8453,6579
8926,8244,2282
3895,1701,3109
5304,8154,8149
1222,8056,2546
4750,1403,9500
8433,2549,4268
9529,5204,3952
5929,9039,5600
0323,0405,1545
9109,4021,7910
6291,6488,3238
0380,4306,1558
3416,2563,6092
8084,3012,2638
8688,3128,1473
3265,5841,1562
2755,3981,9539
3239,9357,6485
8942,5147,2502
9584,1352,0725
2362,9621,4758
5759,6308,9147
5735,4748,1050
9761,5770,7007
9880,3257,8148
0717,6839,2230
7154,5468,8654
0841,4422,9561
2731,2778,0449
1639,6010,9658
8706,6350,1419
4259,2594,2360
7457,4002,5419
5044,8465,1617
8295,3506,4170
9356,9312,6088
1702,5596,7955
2700,1324,3471
0902,0303,3217
4490,7083,1257
7038,9290,5119
9086,9482,3832
5458,6918,7240
8430,6514,5689
8216,0399,8384
2531,2766,5259
9447,7769,2177
1599,3705,1014
8571,9448,4027
8267,0935,5244
2978,4102,9363
3726,2867,2240
2053,5038,4161
3098,4167,1911
3977,8558,0250
9247,0388,8107
5388,8775,1187
9581,2781,5818
7231,1723,7442
5273,4608,9159
5530,9806,7250
7008,6602,2855
7991,1623,8234
3252,9096,1579
4578,4972,8167
1573,8090,8813
5688,7268,7972
3259,8846,2415
5423,1546,3828
1823,0825,9251
5950,1064,7901
2652,6674,7378
4145,8035,9304
0048,9053,3898
6489,2485,0563
7819,1610,6419
3911,1258,2612
5497,7616,1705
9761,2319,7724
1616,7053,1544
7303,7567,5799
4196,4787,8830
2350,9131,4679
7185,1127,0110
1200,5436,0869
2277,4376,6821
8833,9315,1393
5374,0228,7064
0261,5020,9399
8451,4773,0765
7820,6645,9863
6213,8346,3355
0150,2690,7861
7613,1276,9618
5173,1905,3988
3970,1759,8810
5663,8793,1487
0175,4689,4351
8265,8620,5819
4338,6697,2913
0479,7781,2125
3532,5425,3886
9498,5856,2036
7096,1713,5602
2218,1628,5519
9497,8025,6992
9484,5848,0658
6777,2996,7843
9135,8668,2711
0733,7833,4136
1709,1394,2303
9202,0642,6349
2041,9620,3344
2621,9334,6317
3501,4052,0346
0966,3253,3972
9586,1287,5912
7293,4559,5619
0183,4840,4249
6067,8301,8584
5720,7462,6995
4156,8015,0148
8462,2061,6541
9800,9241,3373
3895,0741,6164
0384,2542,7537
8297,1755,2617
2679,3800,0842
7002,6237,7317
2504,4095,2614
5824,6063,2776
8028,4853,9763
8413,6576,2889
5532,9514,9541
4154,1155,1126
2010,6674,5618
8646,9330,4593
5256,5975,1936
4273,5167,4262
1314,7790,9279
7372,6717,4519
4251,6130,0813
4765,8016,6904
4480,8418,7095
3823,2768,4281
1913,6874,3362
3386,9229,2092
8975,1787,1566
6938,4597,3484
2802,7769,6458
4868,4656,8223
9767,7416,1433
2430,4895,6715
8246,6322,6248
3864,2065,2077
0141,0935,3544
5757,4107,7341
5263,0328,6401
9154,2658,4930
3502,2815,5362
0788,1400,2854
7978,3957,2890
4641,8847,3575
2323,6925,7668
2233,4292,2213
8438,8984,5164
7260,2993,2929
8504,1766,6864
2691,9402,8474
1298,9552,0056
5736,4748,9884
1170,5854,6040
1146,7960,9827
9422,6564,7286
3528,8592,9436
8847,6734,2983
1079,3643,3236
5832,8143,4606
4639,4496,3743
5677,5155,1498
5311,6101,3996
6269,2049,7230
1737,6123,3720
1933,7241,6654
9547,6656,1809
9844,1426,4980
1386,7733,2477
9858,6562,2327
3580,1484,3850
1978,3367,1215
8307,5665,9703
2083,7221,2029
9428,2730,3770
7486,6063,5495
2011,6169,1550
6833,7485,1124
0933,7912,6779
3891,4872,3306
0584,2317,4520
1259,0682,5579
3257,7103,7952
4176,1643,3926
5183,4210,6732
8444,5825,1909
2749,0377,4344
8379,6785,3020
8112,5983,9959
5416,8670,6258
4842,2429,3193
9085,8962,4552
8063,0058,6803
4375,0958,6504
0521,9935,7326
8458,7093,6701
1681,4899,4862
1867,4127,1527
7534,0090,8000
1222,1689,8970
0324,5254,0042
8376,0979,2483
3443,0830,5229
7453,6124,3594
4912,4569,2418
0196,2214,9422
1755,7572,0328
2511,4826,0064
2085,1595,0115
2782,4941,9626
0898,5786,0622
8506,3971,2413
7550,3416,0408
2666,1713,0323
7864,1740,9408
7766,5304,0773
4468,6379,4752
6673,5342,5287
9146,1639,9716
0733,1828,1971
7845,4979,5254
9304,3580,1651
5659,3947,2284
2554,8987,1504
9573,1658,6513
2647,2578,1528
4244,0063,1877
5036,0553,4367
6825,2101,4121
8383,9894,1152
4259,5834,6069
5530,9850,1300
1671,6151,5681
6564,4868,2544
7681,3982,9483
6154,8948,9814
3184,4006,3606
3262,0869,0369
2784,3958,8039
9800,3238,1841
4805,6835,7874
7820,1253,8331
0298,3827,8533
9445,7592,5002
2998,1387,8637
9331,0718,5639
3292,3114,9295
7883,1436,0886
1267,1857,6918
2079,2646,2294
5629,3361,4868
5332,7829,4882
5710,2137,4860
0373,5038,0091
5572,3373,0494
1791,9401,0925
8139,0653,8266
9031,6639,1715
7991,9010,5990
9285,0822,4720
4807,6290,6115
5868,6695,2738
3403,0867,7742
6973,0312,5260
0006,4693,9792
1730,0659,9995
8739,0825,7228
4869,5045,3828
1086,2421,4024
3388,2867,0858
0822,6934,3513
4260,4522,0534
9983,1476,5650
7242,0961,7892
3357,2960,9416
6911,2273,5401
6234,3633,1220
